video_name,vid,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,target_encode_energy_uj,decode_energy_uj,total_energy_uj
Sports_2160P-1261,Sports_2160P-1261_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,1800,37.061862,70.46458,30,1828.881515910252,44.44130498333333,1873.3228208935848
Sports_2160P-1261,Sports_2160P-1261_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,404,32.522444,39.632104,40,1001.7301614225968,29.806746082153847,1031.5369075047506
Sports_2160P-1261,Sports_2160P-1261_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,126,27.928323,13.839861,50,763.6549286746541,25.38143756,789.0363662382041
Sports_2160P-1261,Sports_2160P-1261_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,17234,36.110202,84.991142,10,1745.864361311295,113.0641706784149,1858.9285319897097
Sports_2160P-1261,Sports_2160P-1261_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,4281,35.534348,75.577616,20,1046.076283,49.473766894075474,1095.5500503462954
Sports_2160P-1261,Sports_2160P-1261_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,934,33.771087,53.48501,30,651.6214369523342,24.014167114600003,675.6356040669342
Sports_2160P-1261,Sports_2160P-1261_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,204,30.374642,24.984513,40,443.42960578868457,15.20082147170294,458.63042726038753
Sports_2160P-1261,Sports_2160P-1261_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,64,26.470413,5.104224,50,315.02756243900564,11.132451065136364,326.1600135
Gaming_2160P-348d,Gaming_2160P-348d,2160,3840,2160,yuv420p,29.97002997,2983014,49044,54.757238,97.94728,10,6441.827482917651,351.1880054161811,6793.015488333832
Gaming_2160P-348d,Gaming_2160P-348d,2160,3840,2160,yuv420p,29.97002997,2983014,15483,48.25711,97.368808,20,4355.921419,224.8758359470588,4580.797254693489
Gaming_2160P-348d,Gaming_2160P-348d,2160,3840,2160,yuv420p,29.97002997,2983014,3522,42.446315,93.219323,30,3281.632221561084,157.9162949,3439.548516421308
Gaming_2160P-348d,Gaming_2160P-348d,2160,3840,2160,yuv420p,29.97002997,2983014,773,36.622402,78.396737,40,2758.679070442824,142.8916105,2901.570680901544
Gaming_2160P-348d,Gaming_2160P-348d,2160,3840,2160,yuv420p,29.97002997,2983014,229,31.222453,53.199371,50,2459.653989,134.75417203054442,2594.4081610458043
Gaming_2160P-348d,Gaming_2160P-348d_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,14653,39.444583,93.228238,10,1441.5705626762508,154.1811082,1595.7516708500507
Gaming_2160P-348d,Gaming_2160P-348d_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,4429,38.882016,91.032293,20,1075.4307164132051,77.24882977,1152.6795461807053
Gaming_2160P-348d,Gaming_2160P-348d_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,1136,36.984231,81.936316,30,877.5540030201521,53.729177432699984,931.2831805
Gaming_2160P-348d,Gaming_2160P-348d_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,272,33.157625,62.346866,40,695.5642045795436,26.13379885,721.6980034315436
Gaming_2160P-348d,Gaming_2160P-348d_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,83,28.467041,32.919592,50,685.5747219075926,21.32911692,706.9038388279926
Gaming_2160P-348d,Gaming_2160P-348d_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,7453,35.709722,84.358592,10,717.8739957878423,58.61369804271001,776.4876938305523
Gaming_2160P-348d,Gaming_2160P-348d_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,2339,35.383017,80.684594,20,498.9844314358996,27.41522984,526.3996612740996
Gaming_2160P-348d,Gaming_2160P-348d_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,611,34.118753,69.594965,30,359.1985952,17.02001936951052,376.2186145455975
Gaming_2160P-348d,Gaming_2160P-348d_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,148,31.159326,48.932489,40,295.3852847436283,12.507078497200002,307.8923632408283
Gaming_2160P-348d,Gaming_2160P-348d_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,47,26.916914,20.978171,50,252.38558746636664,10.75238961,263.13797707291667
Animation_2160P-41dc,Animation_2160P-41dc,2160,3840,2160,yuv420p,15,1492998,264343,47.51324,99.204751,10,14904.458225418872,990.4177066,15894.875932018207
Animation_2160P-41dc,Animation_2160P-41dc,2160,3840,2160,yuv420p,15,1492998,98552,40.081277,96.983751,20,10846.704437466968,546.7905243635489,11393.494961830516
Animation_2160P-41dc,Animation_2160P-41dc,2160,3840,2160,yuv420p,15,1492998,25377,33.858691,87.499083,30,6561.432549182682,261.4393457868437,6822.871894969526
