video_name,vid,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,target_encode_energy_uj,decode_energy_uj,total_energy_uj
HDR_2160P-06ae,HDR_2160P-06ae_downsample_720p,720,1280,720,yuv420p10le,24,4767631,2234,30.760597,43.596194,30,1517.1068805225848,204.26295330102047,1721.3698338236052
HDR_2160P-06ae,HDR_2160P-06ae_downsample_720p,720,1280,720,yuv420p10le,24,4767631,342,27.520528,12.294233,40,931.8582762,102.4584986111111,1034.3167747755551
HDR_2160P-06ae,HDR_2160P-06ae_downsample_720p,720,1280,720,yuv420p10le,24,4767631,60,24.388497,0.051899,50,845.8602370674845,74.91055698245616,920.7707940499406
Sports_2160P-0455,Sports_2160P-0455,2160,3840,2160,yuv420p,29.97002997,2983014,284694,47.739403,99.994563,10,34249.46376713345,2176.5469438775517,36426.01071101101
Sports_2160P-0455,Sports_2160P-0455,2160,3840,2160,yuv420p,29.97002997,2983014,99644,40.79869,99.609544,20,24855.50375575401,1278.0758433333333,26133.57959908734
Sports_2160P-0455,Sports_2160P-0455,2160,3840,2160,yuv420p,29.97002997,2983014,27895,34.091496,78.274211,30,16831.651626380943,682.1611764705884,17513.81280285153
Sports_2160P-0455,Sports_2160P-0455,2160,3840,2160,yuv420p,29.97002997,2983014,3493,28.667276,40.101822,40,10824.111627215016,353.32797500000004,11177.439602215016
Sports_2160P-0455,Sports_2160P-0455,2160,3840,2160,yuv420p,29.97002997,2983014,352,26.214882,19.77836,50,7112.668945258535,41.38211,7154.051055258535
Sports_2160P-0455,Sports_2160P-0455_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,106841,35.795163,95.479789,10,9804.105018652865,1029.0970123041889,10833.202030957054
Sports_2160P-0455,Sports_2160P-0455_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,38121,34.194708,83.249898,20,7118.622322630657,635.1047487298389,7753.727071360497
Sports_2160P-0455,Sports_2160P-0455_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,8291,30.407277,51.392211,30,4242.303542,328.9003068077778,4571.203848983768
Sports_2160P-0455,Sports_2160P-0455_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,609,27.117916,24.801989,40,2071.893446828144,141.0142382638889,2212.9076850920324
Sports_2160P-0455,Sports_2160P-0455_downsample_1080p,1080,1920,1080,yuv420p,29.97002997,2983014,94,25.298891,8.606999,50,1825.170596468719,86.11270010416668,1911.283296572885
Sports_2160P-0455,Sports_2160P-0455_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,54442,31.428404,75.090138,10,5483.064029375592,691.0845733072916,6174.148602682884
Sports_2160P-0455,Sports_2160P-0455_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,18456,30.686935,60.35105,20,4082.5571250700777,431.58076173643417,4514.137886806512
Sports_2160P-0455,Sports_2160P-0455_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,3415,28.515372,32.134664,30,2371.394990140449,210.51263673255812,2581.9076268730078
Sports_2160P-0455,Sports_2160P-0455_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,236,26.463989,15.858964,40,995.1892139298244,101.6113588,1096.8005726798242
Sports_2160P-0455,Sports_2160P-0455_downsample_720p,720,1280,720,yuv420p,29.97002997,2983014,47,24.823725,4.390635,50,957.4943807,60.213851953124994,1017.7082326799128
Gaming_2160P-2cb1,Gaming_2160P-2cb1,2160,3840,2160,yuv420p,59.94006309,5951100,353188,47.982328,97.52267,10,40639.69813935681,3013.831076525425,43653.52921588224
Gaming_2160P-2cb1,Gaming_2160P-2cb1,2160,3840,2160,yuv420p,59.94006309,5951100,126738,39.979935,90.290107,20,27344.94547186946,1970.477881272728,29315.42335314219
Gaming_2160P-2cb1,Gaming_2160P-2cb1,2160,3840,2160,yuv420p,59.94006309,5951100,21070,33.443963,69.264434,30,16196.724794169191,1034.463284,17231.188078169194
Gaming_2160P-2cb1,Gaming_2160P-2cb1,2160,3840,2160,yuv420p,59.94006309,5951100,1766,29.38563,31.684888,40,12012.742564285716,539.5518055555555,12552.294369841273
Gaming_2160P-2cb1,Gaming_2160P-2cb1,2160,3840,2160,yuv420p,59.94006309,5951100,411,26.866206,1.815754,50,10926.557944253726,415.24731500000007,11341.805259253726
Gaming_2160P-2cb1,Gaming_2160P-2cb1_downsample_1080p,1080,1920,1080,yuv420p,59.94006309,5951100,82246,32.106668,77.068058,10,11379.87255974274,1410.3578516064974,12790.230411349236
Gaming_2160P-2cb1,Gaming_2160P-2cb1_downsample_1080p,1080,1920,1080,yuv420p,59.94006309,5951100,20989,31.539849,66.62248,20,6470.914237621535,800.9161076472224,7271.830345268758
Gaming_2160P-2cb1,Gaming_2160P-2cb1_downsample_1080p,1080,1920,1080,yuv420p,59.94006309,5951100,3357,30.219276,44.351835,30,3774.997478194445,374.8940284157406,4149.891506610185
Gaming_2160P-2cb1,Gaming_2160P-2cb1_downsample_1080p,1080,1920,1080,yuv420p,59.94006309,5951100,419,27.957833,10.080849,40,2939.2398649633747,193.0796512317073,3132.319516195082
Gaming_2160P-2cb1,Gaming_2160P-2cb1_downsample_1080p,1080,1920,1080,yuv420p,59.94006309,5951100,120,25.958593,0.063346,50,2701.0134339282654,121.7965918,2822.8100257282654
Gaming_2160P-2cb1,Gaming_2160P-2cb1_downsample_720p,720,1280,720,yuv420p,59.94006309,5951100,33997,30.444892,61.817691,10,6129.792962874047,880.4096382464455,7010.202601120493
Gaming_2160P-2cb1,Gaming_2160P-2cb1_downsample_720p,720,1280,720,yuv420p,59.94006309,5951100,8087,30.084983,49.917895,20,3511.6791713340285,475.8210005218582,3987.500171855887
Gaming_2160P-2cb1,Gaming_2160P-2cb1_downsample_720p,720,1280,720,yuv420p,59.94006309,5951100,1394,29.117294,26.865254,30,2064.337231731168,214.6859493235294,2279.0231810546966
Gaming_2160P-2cb1,Gaming_2160P-2cb1_downsample_720p,720,1280,720,yuv420p,59.94006309,5951100,201,27.250068,1.43895,40,1521.0901890551568,150.15997099285713,1671.250160048014
Gaming_2160P-2cb1,Gaming_2160P-2cb1_downsample_720p,720,1280,720,yuv420p,59.94006309,5951100,65,25.433504,0.022019,50,1516.7844971669954,53.0421781,1569.8266752669954
Sports_2160P-086d,Sports_2160P-086d,2160,3840,2160,yuv420p,23.97602398,2386411,185630,49.988939,99.993888,10,23557.86448589378,1618.5849282894735,25176.44941418325
Sports_2160P-086d,Sports_2160P-086d,2160,3840,2160,yuv420p,23.97602398,2386411,49861,42.960278,99.623719,20,15125.06999708571,894.2849797619044,16019.354976847611
Sports_2160P-086d,Sports_2160P-086d,2160,3840,2160,yuv420p,23.97602398,2386411,8184,38.033196,91.252846,30,8224.625991615167,507.4113344285715,8732.037326043737
Sports_2160P-086d,Sports_2160P-086d,2160,3840,2160,yuv420p,23.97602398,2386411,1703,33.21803,63.840802,40,5980.375184473287,266.1795,6246.554684473287
Sports_2160P-086d,Sports_2160P-086d,2160,3840,2160,yuv420p,23.97602398,2386411,497,28.066859,19.859345,50,5598.277394522298,247.59568166666665,5845.873076188965
Sports_2160P-086d,Sports_2160P-086d_downsample_1080p,1080,1920,1080,yuv420p,23.97602398,2386411,49071,39.484596,98.00204,10,6148.7475564085735,795.9904031250002,6944.737959533573
Sports_2160P-086d,Sports_2160P-086d_downsample_1080p,1080,1920,1080,yuv420p,23.97602398,2386411,12763,37.919544,92.767663,20,3731.601212819669,460.3431967156861,4191.944409535355
Sports_2160P-086d,Sports_2160P-086d_downsample_1080p,1080,1920,1080,yuv420p,23.97602398,2386411,2743,34.870374,74.691834,30,2085.7304556773106,251.9334695636364,2337.663925240947
Sports_2160P-086d,Sports_2160P-086d_downsample_1080p,1080,1920,1080,yuv420p,23.97602398,2386411,645,30.083852,37.996417,40,1625.6450634529149,138.19820992559525,1763.8432733785098
Sports_2160P-086d,Sports_2160P-086d_downsample_1080p,1080,1920,1080,yuv420p,23.97602398,2386411,147,25.939198,0.941547,50,1469.028742449692,95.06572062847223,1564.0944630781642
Sports_2160P-086d,Sports_2160P-086d_downsample_720p,720,1280,720,yuv420p,23.97602398,2386411,22526,34.82377,84.004853,10,3360.5533886888275,487.0635901,3847.6169788022535
Sports_2160P-086d,Sports_2160P-086d_downsample_720p,720,1280,720,yuv420p,23.97602398,2386411,6281,34.098841,76.006942,20,2190.673205,294.3905369,2485.0637419176464
Sports_2160P-086d,Sports_2160P-086d_downsample_720p,720,1280,720,yuv420p,23.97602398,2386411,1500,32.129229,54.67174,30,1285.9075649683905,166.29460635000004,1452.2021713183904
Sports_2160P-086d,Sports_2160P-086d_downsample_720p,720,1280,720,yuv420p,23.97602398,2386411,335,28.326838,18.381269,40,820.1035342369975,92.34296556,912.4464998
Sports_2160P-086d,Sports_2160P-086d_downsample_720p,720,1280,720,yuv420p,23.97602398,2386411,71,24.91842,0,50,737.8646198781643,39.62831095454545,777.4929308327097
